passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,total_amount
Brian Obrien,2017-06-15 14:37:19,2017-06-15 15:36:13,Cash,1,17.81,52.0,11.71,5.76,Brian,0 days 00:58:54,69.47
Danielle Hughes,2017-02-19 00:58:57,2017-02-19 01:20:47,Cash,5,2.1,14.5,0.0,0.0,Danielle,0 days 00:21:50,14.5
Russell Washington,2017-04-17 23:53:58,2017-04-18 00:10:35,Card,1,6.4,20.0,2.0,0.0,Russell,0 days 00:16:37,22.0
Linda Tran,2017-04-23 11:56:57,2017-04-23 12:03:20,Card,1,0.9,6.0,1.0,0.0,Linda,0 days 00:06:23,7.0
Aaron Walton,2017-05-14 20:24:36,2017-05-14 20:28:45,Cash,1,0.9,5.0,1.25,0.0,Aaron,0 days 00:04:09,6.25
Matthew Chapman,2017-08-14 11:38:28,2017-08-14 11:45:56,Card,2,1.07,7.0,0.0,0.0,Matthew,0 days 00:07:28,7.0
Mark Soto,2017-02-22 19:10:05,2017-02-22 19:29:18,Cash,1,2.2,13.0,1.2,0.0,Mark,0 days 00:19:13,14.2
Steven Boyd,2017-05-26 16:35:08,2017-05-26 17:44:17,Card,2,17.1,52.0,12.6,5.76,Steven,0 days 01:09:09,70.36
Robert Jones,2017-02-17 04:51:30,2017-02-17 05:01:30,Cash,1,4.48,14.0,0.0,0.0,Robert,0 days 00:10:00,14.0
Carol Stark,2017-12-12 22:06:00,2017-12-12 22:38:13,Card,2,9.2,31.0,3.0,0.0,Carol,0 days 00:32:13,34.0
Shelby Davis,2017-03-22 13:04:31,2017-03-22 13:41:46,Cash,5,5.99,28.0,2.0,0.0,Shelby,0 days 00:37:15,30.0
Jeffrey Harris,2017-05-13 14:26:44,2017-05-13 14:37:02,Card,1,1.1,8.0,1.75,0.0,Jeffrey,0 days 00:10:18,9.75
Maria Wade MD,2017-05-26 11:08:57,2017-05-26 11:23:07,Card,2,2.2,11.5,0.0,0.0,Maria,0 days 00:14:10,11.5
Robert Juarez,2017-04-15 16:58:06,2017-04-15 17:09:33,Card,1,2.15,9.5,3.09,0.0,Robert,0 days 00:11:27,12.59
Nicole Johnson,2017-01-08 11:58:42,2017-01-08 12:11:22,Cash,1,1.98,10.0,0.0,0.0,Nicole,0 days 00:12:40,10.0
Travis Robinson,2017-03-28 21:25:19,2017-03-28 21:40:30,Card,1,3.1,12.5,0.0,0.0,Travis,0 days 00:15:11,12.5
Morgan Ellis,2017-01-11 22:42:02,2017-01-11 23:00:26,Cash,1,5.5,19.0,3.0,0.0,Morgan,0 days 00:18:24,22.0
Sharon Roberts,2017-07-15 13:18:19,2017-07-15 13:26:41,Card,1,0.97,7.0,0.0,0.0,Sharon,0 days 00:08:22,7.0
Brian Duncan,2017-04-16 16:02:57,2017-04-16 16:30:02,Card,1,5.5,21.5,0.0,0.0,Brian,0 days 00:27:05,21.5
Stacie Wilson,2017-09-05 10:45:51,2017-09-05 11:00:56,Cash,1,1.1,10.5,0.0,0.0,Stacie,0 days 00:15:05,10.5
Haley Manning,2017-03-09 20:58:09,2017-03-09 21:14:01,Cash,1,3.8,14.5,3.15,0.0,Haley,0 days 00:15:52,17.65
Jose Martinez,2017-05-25 07:32:30,2017-05-25 07:44:09,Card,1,1.41,9.0,1.96,0.0,Jose,0 days 00:11:39,10.96
Donna Potter,2017-08-22 16:10:32,2017-08-22 16:47:44,Cash,3,2.8,22.5,0.0,0.0,Donna,0 days 00:37:12,22.5
Ashley Wilson,2017-11-25 19:03:03,2017-11-25 19:18:58,Card,1,1.8,11.5,3.0,0.0,Ashley,0 days 00:15:55,14.5
Ashley Randall,2017-11-20 08:23:04,2017-11-20 08:35:24,Cash,1,1.5,9.5,0.0,0.0,Ashley,0 days 00:12:20,9.5
Curtis Morris,2017-02-18 18:23:50,2017-02-18 18:33:51,Cash,3,1.4,8.0,1.2,0.0,Curtis,0 days 00:10:01,9.2
Barry Tate,2017-01-22 20:06:20,2017-01-22 20:12:29,Cash,1,1.1,6.5,0.0,0.0,Barry,0 days 00:06:09,6.5
Ryan Castro,2017-03-04 06:09:47,2017-03-04 06:34:28,Cash,2,9.71,29.0,0.0,0.0,Ryan,0 days 00:24:41,29.0
Bridget Thomas,2017-03-25 17:52:20,2017-03-25 17:58:55,Cash,1,1.4,7.0,0.0,0.0,Bridget,0 days 00:06:35,7.0
Connie Johnson,2017-06-10 02:12:12,2017-06-10 02:23:57,Card,1,2.1,10.0,1.25,0.0,Connie,0 days 00:11:45,11.25
Bobby Snow,2017-06-30 17:01:24,2017-06-30 17:17:24,Cash,1,1.53,11.0,0.0,0.0,Bobby,0 days 00:16:00,11.0
Mindy Adams,2017-01-01 20:59:23,2017-01-01 21:05:11,Card,1,1.4,6.5,1.55,0.0,Mindy,0 days 00:05:48,8.05
Bradley Bowman,2017-08-17 21:03:52,2017-08-17 21:10:49,Card,1,1.61,7.0,1.66,0.0,Bradley,0 days 00:06:57,8.66
Jo Ramos,2017-04-19 13:57:09,2017-04-19 14:01:16,Cash,1,0.53,5.0,1.0,0.0,Jo,0 days 00:04:07,6.0
Jane Gonzalez,2017-12-13 20:00:37,2017-12-13 20:33:07,Card,2,3.3,20.0,0.0,0.0,Jane,0 days 00:32:30,20.0
Mr. Jeffrey Garza MD,2017-07-08 20:01:42,2017-07-08 20:05:17,Card,1,1.2,5.5,1.0,0.0,Mr.,0 days 00:03:35,6.5
Christopher Wiggins,2017-03-04 00:33:25,2017-03-04 00:42:37,Cash,1,1.3,7.5,1.75,0.0,Christopher,0 days 00:09:12,9.25
Michele Waters,2017-11-04 17:15:52,2017-11-04 17:41:05,Cash,2,3.3,18.0,2.0,0.0,Michele,0 days 00:25:13,20.0
Kimberly Craig,2017-01-23 06:57:37,2017-01-23 07:04:00,Cash,1,0.7,6.0,0.0,0.0,Kimberly,0 days 00:06:23,6.0
Jeffery Jones,2017-05-10 06:24:59,2017-05-10 06:34:48,Card,1,2.29,10.0,2.0,0.0,Jeffery,0 days 00:09:49,12.0
Taylor Strickland,2017-04-16 15:05:00,2017-04-16 15:33:37,Cash,3,3.6,20.0,4.15,0.0,Taylor,0 days 00:28:37,24.15
Sherry Joseph,2017-08-20 11:17:52,2017-08-20 11:31:29,Card,4,3.2,12.5,0.0,0.0,Sherry,0 days 00:13:37,12.5
Andrea Webster,2017-08-25 08:08:22,2017-08-25 08:34:31,Card,1,8.77,29.0,4.0,0.0,Andrea,0 days 00:26:09,33.0
Stacey Thomas,2017-01-16 09:34:02,2017-01-16 09:47:07,Cash,6,2.49,11.0,2.36,0.0,Stacey,0 days 00:13:05,13.36
Matthew Bell,2017-08-01 22:06:33,2017-08-01 22:16:53,Cash,1,2.39,10.0,2.26,0.0,Matthew,0 days 00:10:20,12.26
Katie Jones,2017-04-08 17:27:26,2017-04-08 17:55:47,Cash,1,9.1,27.5,7.0,5.76,Katie,0 days 00:28:21,40.26
Thomas Solis,2017-09-27 20:43:50,2017-09-27 20:57:57,Card,1,2.26,11.0,2.0,0.0,Thomas,0 days 00:14:07,13.0
Johnny Gonzalez,2017-12-02 00:22:13,2017-12-02 00:32:31,Cash,1,1.24,8.0,1.86,0.0,Johnny,0 days 00:10:18,9.86
Joel Benson,2017-02-15 23:05:16,2017-02-15 23:21:20,Cash,1,2.1,11.5,2.55,0.0,Joel,0 days 00:16:04,14.05
Barbara Rodriguez,2017-03-30 20:56:15,2017-03-30 21:16:04,Card,3,7.98,24.5,0.0,5.76,Barbara,0 days 00:19:49,30.259999999999998
Ann Hernandez,2017-04-07 22:17:19,2017-04-07 22:25:03,Card,1,0.8,7.0,1.66,0.0,Ann,0 days 00:07:44,8.66
Tony Clayton,2017-05-24 15:40:00,2017-05-24 15:42:42,Cash,1,0.2,3.5,0.0,0.0,Tony,0 days 00:02:42,3.5
Michael Bonilla DVM,2017-02-18 19:54:12,2017-02-18 20:27:00,Card,5,11.32,33.5,0.0,0.0,Michael,0 days 00:32:48,33.5
Alexa Williams,2017-01-02 17:53:08,2017-01-02 17:57:05,Cash,1,0.8,5.0,0.0,0.0,Alexa,0 days 00:03:57,5.0
Christine Burns,2017-12-09 12:25:45,2017-12-09 12:54:06,Card,3,4.5,21.0,4.36,0.0,Christine,0 days 00:28:21,25.36
John Cook,2017-10-13 07:36:27,2017-10-13 07:45:48,Cash,6,0.74,7.5,1.66,0.0,John,0 days 00:09:21,9.16
Frank Owen,2017-09-02 01:55:38,2017-09-02 02:08:19,Card,1,4.69,14.5,3.16,0.0,Frank,0 days 00:12:41,17.66
Joseph Jimenez,2017-04-22 23:37:32,2017-04-22 23:50:48,Card,2,2.5,11.5,2.55,0.0,Joseph,0 days 00:13:16,14.05
John Williams,2017-08-19 17:14:11,2017-08-19 17:33:45,Cash,1,3.7,16.0,0.0,0.0,John,0 days 00:19:34,16.0
Leah Mendez,2017-07-11 10:24:12,2017-07-11 10:50:17,Card,1,2.7,16.5,0.0,0.0,Leah,0 days 00:26:05,16.5
Kimberly Knapp,2017-05-30 10:04:20,2017-05-30 10:17:10,Cash,1,1.6,10.0,0.0,0.0,Kimberly,0 days 00:12:50,10.0
Kayla Wilson,2017-06-19 16:47:28,2017-06-19 16:49:01,Card,1,0.41,3.5,0.0,0.0,Kayla,0 days 00:01:33,3.5
Connor Martin,2017-09-01 17:32:15,2017-09-01 17:43:23,Cash,1,1.1,8.0,0.0,0.0,Connor,0 days 00:11:08,8.0
Tammy Griffin,2017-10-27 00:18:43,2017-10-27 00:28:08,Cash,1,1.14,8.0,2.79,0.0,Tammy,0 days 00:09:25,10.79
Leslie Simmons,2017-01-28 17:22:24,2017-01-28 17:25:33,Cash,1,0.4,4.0,0.95,0.0,Leslie,0 days 00:03:09,4.95
Brandi Murray,2017-12-29 08:16:04,2017-12-29 08:20:32,Cash,1,0.6,5.0,1.0,0.0,Brandi,0 days 00:04:28,6.0
Charles Martin,2017-05-13 17:10:21,2017-05-13 17:19:37,Cash,1,1.3,8.0,1.75,0.0,Charles,0 days 00:09:16,9.75
Margaret Stevens,2017-10-08 18:59:31,2017-10-08 19:09:28,Cash,1,1.3,8.0,2.0,0.0,Margaret,0 days 00:09:57,10.0
Daniel Hodge,2017-03-12 11:47:20,2017-03-12 11:57:46,Card,6,2.02,9.5,1.75,0.0,Daniel,0 days 00:10:26,11.25
Cheryl Alvarez,2017-08-05 13:44:57,2017-08-05 14:19:20,Card,1,7.4,29.0,0.0,0.0,Cheryl,0 days 00:34:23,29.0
David Murray,2017-01-07 23:59:36,2017-01-08 00:06:47,Cash,1,1.49,7.5,1.0,0.0,David,0 days 00:07:11,8.5
Angela Church,2017-03-19 06:50:33,2017-03-19 07:04:01,Card,1,3.28,13.0,4.14,0.0,Angela,0 days 00:13:28,17.14
Felicia Mcneil DDS,2017-01-22 00:07:24,2017-01-22 00:38:19,Cash,1,14.06,41.5,0.0,0.0,Felicia,0 days 00:30:55,41.5
Christopher Wilson,2017-11-01 03:40:13,2017-11-01 03:49:35,Card,5,1.48,8.5,0.0,0.0,Christopher,0 days 00:09:22,8.5
Amy Myers,2017-07-21 10:19:48,2017-07-21 10:41:09,Cash,1,2.71,15.0,3.16,0.0,Amy,0 days 00:21:21,18.16
Kelly Olsen,2017-12-08 19:22:02,2017-12-08 19:34:53,Card,1,1.2,9.0,2.15,0.0,Kelly,0 days 00:12:51,11.15
Mr. Johnathan Bailey MD,2017-07-14 11:07:27,2017-07-14 11:37:11,Card,4,2.7,18.5,0.0,0.0,Mr.,0 days 00:29:44,18.5
John Anderson,2017-06-10 19:52:41,2017-06-10 20:14:56,Cash,3,3.41,16.0,0.0,0.0,John,0 days 00:22:15,16.0
James Flores,2017-09-28 21:10:14,2017-09-28 21:30:16,Cash,1,2.4,13.5,2.96,0.0,James,0 days 00:20:02,16.46
Lee Campbell,2017-12-17 00:07:35,2017-12-17 00:17:27,Cash,1,1.37,8.0,1.86,0.0,Lee,0 days 00:09:52,9.86
Shelly Morris,2017-06-09 04:17:29,2017-06-09 04:43:25,Card,1,7.1,25.0,0.0,0.0,Shelly,0 days 00:25:56,25.0
Catherine Miranda,2017-01-07 22:56:51,2017-01-07 23:05:41,Cash,1,1.43,7.5,1.76,0.0,Catherine,0 days 00:08:50,9.26
Joel Taylor V,2017-10-02 11:51:20,2017-10-02 11:56:35,Cash,1,1.28,6.0,1.36,0.0,Joel,0 days 00:05:15,7.36
Emily Webster,2017-04-20 21:30:52,2017-04-20 21:38:02,Cash,1,0.77,6.5,1.5,0.0,Emily,0 days 00:07:10,8.0
George Michael,2017-05-14 14:22:31,2017-05-14 14:44:26,Card,1,3.69,17.0,2.0,0.0,George,0 days 00:21:55,19.0
Adrian Alvarado,2017-04-27 20:23:26,2017-04-27 20:32:04,Card,2,1.0,7.0,0.0,0.0,Adrian,0 days 00:08:38,7.0
Victoria Alexander,2017-03-28 20:54:03,2017-03-28 21:06:50,Cash,1,2.0,10.5,0.0,0.0,Victoria,0 days 00:12:47,10.5
Linda Hurley,2017-11-02 16:13:55,2017-11-02 17:37:07,Card,1,17.65,52.0,8.1,0.0,Linda,0 days 01:23:12,60.1
Kayla Ramos,2017-06-16 11:58:55,2017-06-16 12:11:06,Card,1,1.35,9.0,0.0,0.0,Kayla,0 days 00:12:11,9.0
Elizabeth Poole,2017-10-26 17:47:24,2017-10-26 18:18:35,Cash,5,3.26,19.5,4.26,0.0,Elizabeth,0 days 00:31:11,23.759999999999998
Judith Hughes,2017-06-08 21:16:24,2017-06-08 21:36:57,Card,2,7.69,23.5,0.0,0.0,Judith,0 days 00:20:33,23.5
Dillon Martinez,2017-04-16 15:31:35,2017-04-16 15:35:39,Card,1,0.78,5.0,1.16,0.0,Dillon,0 days 00:04:04,6.16
Christopher Taylor,2017-03-18 02:36:55,2017-03-18 02:45:26,Cash,4,1.8,8.5,1.95,0.0,Christopher,0 days 00:08:31,10.45
Caleb Phelps,2017-09-09 02:18:58,2017-09-09 02:28:26,Cash,1,1.6,8.5,1.0,0.0,Caleb,0 days 00:09:28,9.5
Kristy Ross,2017-07-13 00:27:23,2017-07-13 00:37:22,Card,1,2.41,10.0,0.0,0.0,Kristy,0 days 00:09:59,10.0
Tyler Hall,2017-04-06 05:56:33,2017-04-06 06:31:48,Card,1,16.51,47.0,0.0,0.0,Tyler,0 days 00:35:15,47.0
Cheryl Lopez,2017-12-16 18:37:28,2017-12-16 18:44:59,Card,2,0.94,6.5,0.0,0.0,Cheryl,0 days 00:07:31,6.5
Joseph Horn,2017-02-26 00:42:07,2017-02-26 00:47:10,Card,1,0.5,5.0,0.0,0.0,Joseph,0 days 00:05:03,5.0
Danielle Guzman,2017-10-27 18:27:47,2017-10-27 18:39:03,Card,1,2.1,9.5,1.0,0.0,Danielle,0 days 00:11:16,10.5
Jonathan Jimenez,2017-06-14 15:35:24,2017-06-14 15:42:34,Card,1,0.7,6.0,0.0,0.0,Jonathan,0 days 00:07:10,6.0
Erin Sampson,2017-07-22 01:06:27,2017-07-22 01:14:39,Card,1,2.0,8.5,0.0,0.0,Erin,0 days 00:08:12,8.5
Jessica Hayes,2017-07-20 22:09:54,2017-07-20 22:25:42,Cash,5,2.97,13.0,2.86,0.0,Jessica,0 days 00:15:48,15.86
Austin Tucker,2017-02-22 14:07:57,2017-02-22 14:23:32,Card,2,4.4,16.5,10.0,0.0,Austin,0 days 00:15:35,26.5
Kelly Tran DVM,2017-09-09 17:35:25,2017-09-09 17:43:56,Cash,1,1.54,8.0,0.88,0.0,Kelly,0 days 00:08:31,8.88
Joseph Tucker,2017-03-30 18:00:03,2017-03-30 18:04:31,Cash,1,0.66,5.0,2.04,0.0,Joseph,0 days 00:04:28,7.04
Robert Park,2017-01-10 08:51:54,2017-01-10 09:00:51,Card,1,1.3,7.5,0.0,0.0,Robert,0 days 00:08:57,7.5
William Villarreal,2017-10-31 08:32:19,2017-10-31 08:44:02,Card,1,1.3,8.5,1.5,0.0,William,0 days 00:11:43,10.0
Yolanda Mitchell,2017-09-05 14:48:26,2017-09-05 14:57:46,Card,2,1.62,8.5,0.0,0.0,Yolanda,0 days 00:09:20,8.5
Robert Jones,2017-01-01 00:43:10,2017-01-01 00:57:21,Card,4,4.9,17.0,0.0,0.0,Robert,0 days 00:14:11,17.0
Eric Fleming,2017-01-07 14:07:25,2017-01-07 14:18:13,Card,1,1.2,8.5,2.3,0.0,Eric,0 days 00:10:48,10.8
Yolanda Reynolds,2017-07-23 20:21:29,2017-07-23 20:26:24,Cash,1,1.08,5.5,1.36,0.0,Yolanda,0 days 00:04:55,6.86
Jody Martinez,2017-12-23 20:20:37,2017-12-23 20:45:28,Cash,1,5.1,21.5,0.0,0.0,Jody,0 days 00:24:51,21.5
Emily Vasquez,2017-02-01 18:54:33,2017-02-01 19:06:50,Card,1,2.61,11.0,0.0,0.0,Emily,0 days 00:12:17,11.0
Randy Anderson,2017-09-21 16:04:34,2017-09-21 16:10:59,Cash,1,1.31,6.5,2.08,0.0,Randy,0 days 00:06:25,8.58
Carl Floyd,2017-09-08 14:15:57,2017-09-08 14:37:24,Card,1,5.7,20.5,4.25,0.0,Carl,0 days 00:21:27,24.75
Gregory Martinez,2017-03-02 00:25:30,2017-03-02 00:37:18,Card,2,3.18,12.5,2.76,0.0,Gregory,0 days 00:11:48,15.26
Mary Becker,2017-05-11 14:59:35,2017-05-11 15:07:57,Cash,1,0.57,6.0,0.0,0.0,Mary,0 days 00:08:22,6.0
Jamie Davis,2017-04-07 14:37:41,2017-04-07 14:47:20,Cash,2,1.74,8.5,2.0,0.0,Jamie,0 days 00:09:39,10.5
Julie Brandt,2017-04-12 19:57:24,2017-04-12 20:02:39,Card,5,1.58,6.5,1.66,0.0,Julie,0 days 00:05:15,8.16
Morgan Richardson,2017-10-16 19:48:38,2017-10-16 19:55:56,Card,1,1.18,7.0,2.2,0.0,Morgan,0 days 00:07:18,9.2
Ralph Shaw,2017-02-02 23:38:20,2017-02-02 23:43:20,Cash,2,0.71,5.0,0.0,0.0,Ralph,0 days 00:05:00,5.0
Zachary Molina,2017-10-27 21:15:04,2017-10-27 22:08:12,Card,1,7.35,34.0,0.0,0.0,Zachary,0 days 00:53:08,34.0
Sandra Smith,2017-05-05 20:22:20,2017-05-05 20:32:58,Card,5,1.49,8.5,1.96,0.0,Sandra,0 days 00:10:38,10.46
Christina Montes,2017-04-13 02:52:09,2017-04-13 02:57:04,Card,2,0.9,5.5,0.0,0.0,Christina,0 days 00:04:55,5.5
Jennifer Ward,2017-08-28 16:26:08,2017-08-28 16:31:01,Card,3,0.8,5.5,1.8,0.0,Jennifer,0 days 00:04:53,7.3
Kyle Duncan,2017-09-12 16:38:07,2017-09-12 16:52:36,Cash,2,2.81,12.0,4.14,0.0,Kyle,0 days 00:14:29,16.14
Frank Robertson,2017-07-23 10:09:09,2017-07-23 10:21:31,Card,1,2.42,11.0,0.0,0.0,Frank,0 days 00:12:22,11.0
Antonio Morgan,2017-06-23 13:27:40,2017-06-23 13:50:11,Card,1,1.8,14.5,3.05,0.0,Antonio,0 days 00:22:31,17.55
John Alexander,2017-07-04 17:22:07,2017-07-04 17:29:41,Cash,1,1.79,8.0,1.58,0.0,John,0 days 00:07:34,9.58
Richard Shaw,2017-05-15 20:19:57,2017-05-15 20:30:18,Card,2,1.85,9.0,2.06,0.0,Richard,0 days 00:10:21,11.06
Kyle Ramirez,2017-01-15 02:39:11,2017-01-15 03:17:31,Card,2,8.3,31.0,6.45,0.0,Kyle,0 days 00:38:20,37.45
Jeffery Ferguson,2017-04-14 09:45:08,2017-04-14 09:47:07,Card,1,0.58,4.0,0.0,0.0,Jeffery,0 days 00:01:59,4.0
Monica Johnson,2017-11-13 20:20:20,2017-11-13 20:24:12,Card,1,0.7,4.5,0.0,0.0,Monica,0 days 00:03:52,4.5
Walter Logan,2017-02-28 19:48:59,2017-02-28 19:57:39,Cash,1,1.2,7.5,1.85,0.0,Walter,0 days 00:08:40,9.35
Tim Rocha,2017-01-15 15:43:43,2017-01-15 15:54:51,Card,1,1.24,8.5,0.0,0.0,Tim,0 days 00:11:08,8.5
John Butler,2017-04-05 07:19:16,2017-04-05 07:25:42,Cash,1,1.59,7.0,1.56,0.0,John,0 days 00:06:26,8.56
Diana Stewart,2017-04-07 13:13:51,2017-04-07 13:24:26,Cash,1,2.45,10.5,2.26,0.0,Diana,0 days 00:10:35,12.76
Sharon Alvarado,2017-03-12 01:02:34,2017-03-12 01:12:24,Card,2,1.83,9.0,2.58,0.0,Sharon,0 days 00:09:50,11.58
Nicole Morse,2017-02-25 02:04:21,2017-02-25 02:10:48,Card,1,1.9,8.0,1.85,0.0,Nicole,0 days 00:06:27,9.85
Kevin Bailey,2017-06-14 18:41:58,2017-06-14 18:45:42,Card,1,0.71,4.5,1.26,0.0,Kevin,0 days 00:03:44,5.76
Frederick Stanley,2017-05-18 13:33:58,2017-05-18 13:49:37,Card,1,1.4,11.0,1.5,0.0,Frederick,0 days 00:15:39,12.5
Susan Craig,2017-08-21 19:32:24,2017-08-21 19:40:26,Card,1,1.58,8.0,1.96,0.0,Susan,0 days 00:08:02,9.96
Carl Everett,2017-07-10 07:41:50,2017-07-10 07:54:24,Cash,1,2.6,11.0,2.35,0.0,Carl,0 days 00:12:34,13.35
Melissa Serrano,2017-05-15 15:07:22,2017-05-15 15:12:24,Cash,3,0.91,5.5,0.0,0.0,Melissa,0 days 00:05:02,5.5
Jeremy Williams,2017-07-14 09:54:52,2017-07-14 10:21:01,Cash,1,2.18,16.5,5.19,0.0,Jeremy,0 days 00:26:09,21.69
Laurie Garcia,2017-05-10 19:49:45,2017-05-10 19:54:44,Card,1,0.9,5.5,1.45,0.0,Laurie,0 days 00:04:59,6.95
Maurice Baker,2017-01-22 03:32:01,2017-01-22 03:50:34,Cash,1,7.73,24.0,4.0,0.0,Maurice,0 days 00:18:33,28.0
Zachary Jennings,2017-04-05 15:57:38,2017-04-05 16:07:38,Card,5,1.94,9.0,1.96,0.0,Zachary,0 days 00:10:00,10.96
Monique Garcia,2017-09-10 09:58:58,2017-09-10 10:08:28,Cash,2,2.2,9.0,0.0,0.0,Monique,0 days 00:09:30,9.0
Catherine Hodges,2017-01-05 09:00:27,2017-01-05 09:07:43,Cash,1,0.6,6.0,1.36,0.0,Catherine,0 days 00:07:16,7.36
Mary Rivas,2017-12-21 18:36:52,2017-12-21 18:47:35,Cash,1,1.03,8.0,2.45,0.0,Mary,0 days 00:10:43,10.45
Edward Carlson MD,2017-12-15 07:54:30,2017-12-15 08:23:28,Cash,1,3.44,19.0,3.96,0.0,Edward,0 days 00:28:58,22.96
Jaclyn Williams,2017-06-08 00:42:12,2017-06-08 00:43:56,Cash,1,0.5,4.0,1.0,0.0,Jaclyn,0 days 00:01:44,5.0
Nancy Fox,2017-01-12 21:51:20,2017-01-12 22:07:51,Card,1,3.1,13.0,2.86,0.0,Nancy,0 days 00:16:31,15.86
Matthew Ponce,2017-10-27 21:04:26,2017-10-27 21:26:34,Card,1,5.2,19.0,0.0,0.0,Matthew,0 days 00:22:08,19.0
Eric Gentry,2017-09-15 14:02:30,2017-09-15 14:48:42,Card,1,16.1,47.0,9.0,0.0,Eric,0 days 00:46:12,56.0
Robert Sanchez,2017-04-21 12:30:18,2017-04-21 12:47:40,Cash,2,1.31,11.5,2.46,0.0,Robert,0 days 00:17:22,13.96
Mr. Scott Jones,2017-05-25 20:32:01,2017-05-25 20:47:36,Cash,1,2.62,12.5,4.14,0.0,Mr.,0 days 00:15:35,16.64
Karen Evans,2017-05-27 13:09:31,2017-05-27 13:44:25,Card,1,8.58,32.0,0.0,0.0,Karen,0 days 00:34:54,32.0
Jennifer Flores,2017-08-16 05:37:57,2017-08-16 05:41:18,Card,1,0.7,5.0,1.25,0.0,Jennifer,0 days 00:03:21,6.25
April Manning DDS,2017-03-08 06:54:44,2017-03-08 06:58:56,Card,1,1.1,5.5,0.0,0.0,April,0 days 00:04:12,5.5
Michael Daniels,2017-09-27 17:48:32,2017-09-27 17:57:20,Cash,4,1.0,7.5,0.0,0.0,Michael,0 days 00:08:48,7.5
Michael Melendez,2017-03-22 23:53:18,2017-03-22 23:57:33,Cash,1,0.6,5.0,1.85,0.0,Michael,0 days 00:04:15,6.85
Kimberly Patrick,2017-10-16 19:34:30,2017-10-16 19:37:57,Cash,1,0.91,5.0,0.0,0.0,Kimberly,0 days 00:03:27,5.0
Teresa Walton,2017-10-08 19:46:34,2017-10-08 20:08:46,Card,1,2.4,14.5,0.0,0.0,Teresa,0 days 00:22:12,14.5
Brenda Santiago,2017-11-12 01:19:40,2017-11-12 01:33:56,Card,2,6.4,20.0,3.5,0.0,Brenda,0 days 00:14:16,23.5
Justin Price,2017-09-09 14:04:30,2017-09-09 14:12:16,Card,2,1.1,7.0,2.0,0.0,Justin,0 days 00:07:46,9.0
Karen Huffman,2017-10-11 07:46:24,2017-10-11 07:56:40,Cash,1,1.46,8.5,2.0,0.0,Karen,0 days 00:10:16,10.5
Julia Lloyd,2017-04-21 22:43:59,2017-04-21 22:55:42,Card,1,1.7,9.5,2.15,0.0,Julia,0 days 00:11:43,11.65
Anna Martinez,2017-06-27 10:10:58,2017-06-27 10:17:56,Cash,1,0.92,6.5,0.0,0.0,Anna,0 days 00:06:58,6.5
Elizabeth Smith,2017-04-12 15:04:57,2017-04-12 15:29:12,Card,1,5.7,22.0,4.55,0.0,Elizabeth,0 days 00:24:15,26.55
John Cruz,2017-01-30 16:51:17,2017-01-30 16:58:52,Cash,1,1.06,7.0,1.76,0.0,John,0 days 00:07:35,8.76
Jesse Peterson,2017-02-23 23:01:42,2017-02-23 23:30:41,Card,1,8.0,27.0,5.65,0.0,Jesse,0 days 00:28:59,32.65
Jennifer Parsons,2017-11-02 12:20:19,2017-11-02 12:29:25,Cash,1,1.5,8.5,0.0,0.0,Jennifer,0 days 00:09:06,8.5
Maria Chavez,2017-01-21 15:06:38,2017-01-21 15:49:09,Cash,1,10.03,39.5,0.0,5.54,Maria,0 days 00:42:31,45.04
Christopher Weaver,2017-05-08 14:36:07,2017-05-08 14:58:39,Card,1,2.43,15.0,2.37,0.0,Christopher,0 days 00:22:32,17.37
Sheila Mejia,2017-12-10 23:30:34,2017-12-10 23:42:12,Card,5,1.83,9.5,2.7,0.0,Sheila,0 days 00:11:38,12.2
Holly Mitchell,2017-05-05 22:04:26,2017-05-05 22:12:27,Card,2,2.4,9.5,2.7,0.0,Holly,0 days 00:08:01,12.2
Carly Gonzalez,2017-04-13 01:52:28,2017-04-13 02:05:33,Card,1,4.27,14.0,1.5,0.0,Carly,0 days 00:13:05,15.5
Douglas Cochran,2017-12-23 03:44:56,2017-12-23 04:01:51,Card,1,4.9,18.0,3.85,0.0,Douglas,0 days 00:16:55,21.85
Douglas Lopez,2017-02-10 15:50:29,2017-02-10 15:54:50,Cash,1,0.45,4.5,1.06,0.0,Douglas,0 days 00:04:21,5.5600000000000005
Gina Fitzgerald,2017-12-26 06:00:06,2017-12-26 06:07:31,Cash,1,1.38,7.0,1.0,0.0,Gina,0 days 00:07:25,8.0
Frank Dominguez MD,2017-05-01 21:40:23,2017-05-01 21:59:19,Cash,1,4.2,16.0,5.0,0.0,Frank,0 days 00:18:56,21.0
Gilbert Brooks,2017-06-26 16:59:05,2017-06-26 17:11:04,Cash,1,1.92,10.0,2.36,0.0,Gilbert,0 days 00:11:59,12.36
Christopher Ramirez,2017-08-20 15:23:44,2017-08-20 15:29:44,Card,1,0.9,6.0,1.25,0.0,Christopher,0 days 00:06:00,7.25
Melissa Hernandez,2017-11-02 21:12:05,2017-11-02 21:43:40,Cash,1,5.39,22.5,4.76,0.0,Melissa,0 days 00:31:35,27.259999999999998
